date,Actuator Z Position,Motor Z Current,Motor Y Temperature,Motor Z Temperature,Nut Y Temperature,Ambient Temperature,Motor Y Voltage
2010-09-10 15:12:12.000,44.947003,-0.760922,37.93051,26.811704,28.617355,25.41819,-21.57498
2010-09-10 15:12:12.010,44.805039,-0.674703,37.465891,26.651159,27.358767,25.411747,-22.037289
2010-09-10 15:12:12.020,44.613389,-0.652931,35.535243,27.041197,32.124332,25.421412,-1.988019
2010-09-10 15:12:12.030,44.734058,-0.227063,37.767321,26.408635,33.364255,25.414969,-1.716641
2010-09-10 15:12:12.040,44.687919,-0.248836,38.382162,27.273785,30.094317,25.411747,-21.529002
2010-09-10 15:12:12.050,44.634683,-0.209645,37.921103,26.723417,28.84279,25.41819,-22.13919
2010-09-10 15:12:12.060,44.272677,-0.17481,37.991705,27.031577,29.853528,25.424634,-22.467276
2010-09-10 15:12:12.070,44.396895,-0.146941,37.462753,26.883937,29.002603,25.414969,-22.845354
2010-09-10 15:12:12.080,44.506916,0.017658,38.228523,26.802079,28.999409,25.421412,-23.215836
2010-09-10 15:12:12.090,44.254931,0.482717,38.695559,26.415057,29.240626,25.421412,-23.528653
2010-09-10 15:12:12.100,44.120066,0.869395,38.922654,26.096859,27.983673,25.421412,-24.025298
2010-09-10 15:12:12.110,44.329462,1.168983,38.148552,27.113396,34.058947,25.411747,-17.091093
2010-09-10 15:12:12.120,43.963906,0.409561,37.924238,26.805288,29.628565,25.41819,-3.549301
2010-09-10 15:12:12.130,43.985201,0.296345,38.462096,26.64795,29.863091,25.41819,-22.172327
2010-09-10 15:12:12.140,44.006495,0.279798,37.382657,27.509464,29.312494,25.414969,-22.244595
2010-09-10 15:12:12.150,43.836139,0.265864,38.001111,27.5912,29.15917,25.414969,-23.208029
2010-09-10 15:12:12.160,43.814845,0.046398,38.077972,26.883937,30.253715,25.41819,-23.656281
2010-09-10 15:12:12.170,43.790001,0.206643,38.305349,26.014866,28.607766,25.414969,-23.933271
2010-09-10 15:12:12.180,43.765157,0.110844,38.532622,26.405424,28.839596,25.421412,-24.308636
2010-09-10 15:12:12.190,43.569958,-0.031983,37.465891,26.100072,27.829924,25.411747,-24.487983
2010-09-10 15:12:12.200,43.800648,0.374726,45.250641,26.883937,25.150646,25.41819,-23.682817
2010-09-10 15:12:12.210,43.75451,0.305054,37.764184,26.641531,30.091131,25.414969,-23.607532
2010-09-10 15:12:12.220,43.765157,0.343373,37.690412,27.037991,28.5294,25.421412,-23.687091
2010-09-10 15:12:12.230,43.708372,0.231028,38.382162,26.408635,31.108798,25.41819,-24.157467
2010-09-10 15:12:12.240,43.729666,0.366888,38.766052,26.172413,29.155977,25.414969,-24.219958
2010-09-10 15:12:12.250,43.594801,0.23364,37.770458,27.198405,29.315685,25.421412,-24.457264
2010-09-10 15:12:12.260,43.704823,0.240608,38.759791,26.716999,29.697186,25.41819,-24.599712
2010-09-10 15:12:12.270,43.506074,0.081234,37.841082,26.641531,29.778552,25.414969,-24.966144
2010-09-10 15:12:12.280,43.665783,-0.303702,38.925783,27.123014,29.005796,25.41819,-24.435107
2010-09-10 15:12:12.290,43.516721,0.366888,37.610354,27.427713,20.543921,25.414969,-24.388616
2010-09-10 15:12:12.300,43.59835,0.352953,38.388428,26.808496,29.084086,25.421412,-23.927491
2010-09-10 15:12:12.310,43.67643,0.264993,37.997976,27.430917,29.0777,25.411747,-23.891143
2010-09-10 15:12:12.320,43.665783,0.318988,37.85049,26.178838,29.397115,25.421412,-23.996091
2010-09-10 15:12:12.330,43.750961,0.285023,38.071702,26.956159,30.559621,25.411747,-24.108023
2010-09-10 15:12:12.340,43.765157,0.29199,37.687275,26.48414,30.637658,25.414969,-24.117934
2010-09-10 15:12:12.350,43.555761,0.139584,38.081106,26.493771,30.2569,25.414969,-24.367974
2010-09-10 15:12:12.360,43.772256,-0.084236,38.462096,26.805288,31.034017,25.421412,-24.509005
2010-09-10 15:12:12.370,43.790001,0.352953,38.379029,26.877522,25.06527,25.41819,-24.542305
2010-09-10 15:12:12.380,43.782903,0.459203,38.769182,26.411846,29.472151,25.421412,-23.948869
2010-09-10 15:12:12.390,43.790001,0.29112,38.001111,26.64795,29.472151,25.421412,-23.91606
2010-09-10 15:12:12.400,43.79355,0.266734,37.690412,27.037991,30.25053,25.414969,-24.086575
2010-09-10 15:12:12.410,43.829041,0.303312,37.613491,26.723417,29.78174,25.411747,-24.022629
2010-09-10 15:12:12.420,43.91067,0.354695,37.693549,26.962574,31.579481,25.411747,-24.122271
2010-09-10 15:12:12.430,43.736765,0.351211,38.388428,26.415057,31.193106,25.421412,-24.260756
2010-09-10 15:12:12.440,43.786452,-0.110363,37.536559,26.644741,31.420519,25.414969,-24.530141
2010-09-10 15:12:12.450,43.903572,-0.724344,43.194643,25.854053,35.219834,25.421412,-24.444774
2010-09-10 15:12:12.460,44.120066,0.323343,37.844218,26.093646,22.535546,25.421412,-24.830176
2010-09-10 15:12:12.470,44.176851,0.272831,38.074837,26.48735,29.859903,25.421412,-23.888643
2010-09-10 15:12:12.480,44.279775,0.384305,38.382162,27.037991,30.17243,25.414969,-23.997953
2010-09-10 15:12:12.490,44.524662,0.303312,38.148552,26.326696,28.917912,25.411747,-23.961092
2010-09-10 15:12:12.500,44.545956,0.362533,38.308482,25.781664,30.097503,25.414969,-24.115857
