date,Actuator Z Position,Motor Z Current,Motor Y Temperature,Motor Z Temperature,Nut Y Temperature,Ambient Temperature,Motor Y Voltage
2010-09-03 09:04:54.000,37.653623,0.345986,24.155163,22.411853,24.787504,22.515413,1.720853
2010-09-03 09:04:54.050,38.17534,0.282411,23.993738,22.726081,23.518765,22.515413,5.132168
2010-09-03 09:04:54.100,38.700606,0.05859,24.632701,23.921026,24.000153,22.521856,-0.918093
2010-09-03 09:04:54.150,39.374934,0.385176,23.841884,22.811842,23.841884,22.515413,4.071928
2010-09-03 09:04:54.200,40.102498,0.436559,23.749892,22.322801,24.619887,22.518634,3.034871
2010-09-03 09:04:54.250,41.468898,0.372984,23.046529,22.88794,23.680352,22.518634,-0.457936
2010-09-03 09:04:54.300,42.888533,0.34947,24.39239,22.332459,23.917817,22.515413,4.182124
2010-09-03 09:04:54.350,44.393345,0.401723,22.798978,23.749892,23.829048,22.518634,-0.843225
2010-09-03 09:04:54.400,45.908804,0.393885,23.680352,22.570602,24.39239,22.515413,4.594659
2010-09-03 09:04:54.450,46.955783,0.323343,24.145542,24.145542,23.908192,22.521856,-1.298701
2010-09-03 09:04:54.500,48.066645,0.285023,24.935853,22.163968,23.591539,22.518634,4.037936
2010-09-03 09:04:54.550,48.712578,0.356437,24.705304,23.043315,23.993738,22.521856,3.306372
2010-09-03 09:04:54.600,49.546611,0.298087,24.148749,21.928841,23.753101,22.518634,3.109634
2010-09-03 09:04:54.650,50.071874,0.392144,24.547271,22.090974,23.835466,22.515413,4.915118
2010-09-03 09:04:54.700,50.228033,0.491426,24.151956,22.64674,23.439556,22.515413,2.792443
2010-09-03 09:04:54.750,50.128659,0.287636,24.234252,22.649957,24.39239,22.518634,3.699722
2010-09-03 09:04:54.800,50.192543,0.314634,23.993738,22.64674,23.518765,22.518634,3.335992
2010-09-03 09:04:54.850,50.12511,-0.000631,24.781099,23.0401,23.99053,22.518634,3.578854
2010-09-03 09:04:54.900,49.812792,0.10649,23.835466,23.12259,23.360335,22.512191,3.698782
2010-09-03 09:04:54.950,49.475629,-0.179164,23.518765,22.249831,23.835466,22.521856,0.533834
2010-09-03 09:04:55.000,49.081682,0.337277,23.680352,23.75952,23.838675,22.521856,4.127441
2010-09-03 09:04:55.050,48.350572,0.306796,24.306916,23.119376,25.018013,22.512191,2.038248
2010-09-03 09:04:55.100,47.399418,0.420012,24.389184,23.2811,23.756311,22.515413,4.380762
2010-09-03 09:04:55.150,46.462461,0.391273,24.066439,22.48158,24.224633,22.515413,4.584957
2010-09-03 09:04:55.200,45.482914,-1.986269,24.310121,22.011525,24.547271,22.518634,0.151427
2010-09-03 09:04:55.250,44.695018,0.052494,23.917817,23.680352,23.838675,22.518634,4.237616
2010-09-03 09:04:55.300,44.503367,0.422625,23.515554,21.928841,24.227839,22.512191,0.428546
2010-09-03 09:04:55.350,43.704823,0.400852,23.525187,23.76273,23.604381,22.515413,5.640453
2010-09-03 09:04:55.400,42.806904,0.393014,23.205065,22.967241,24.787504,22.515413,5.488015
2010-09-03 09:04:55.450,41.607312,0.382564,23.518765,22.249831,23.835466,22.515413,2.99105
